,precision,recall,f1-score,support
GMC Canyon Extended Cab 2012,0.7096774193548387,0.55,0.6197183098591549,40.0
Geo Metro Convertible 1993,0.967741935483871,0.6818181818181818,0.8,44.0
HUMMER H3T Crew Cab 2010,0.7631578947368421,0.7435897435897436,0.7532467532467533,39.0
HUMMER H2 SUT Crew Cab 2009,0.6296296296296297,0.7906976744186046,0.7010309278350515,43.0
Honda Odyssey Minivan 2012,0.9,0.6428571428571429,0.75,42.0
Honda Odyssey Minivan 2007,0.6808510638297872,0.7804878048780488,0.7272727272727273,41.0
Honda Accord Coupe 2012,0.5882352941176471,0.5128205128205128,0.547945205479452,39.0
Honda Accord Sedan 2012,0.4444444444444444,0.42105263157894735,0.43243243243243246,38.0
Hyundai Veloster Hatchback 2012,0.6226415094339622,0.8048780487804879,0.7021276595744681,41.0
Hyundai Santa Fe SUV 2012,0.7837837837837838,0.6904761904761905,0.7341772151898734,42.0
Hyundai Tucson SUV 2012,0.8157894736842105,0.7209302325581395,0.7654320987654321,43.0
Hyundai Veracruz SUV 2012,0.6190476190476191,0.30952380952380953,0.4126984126984127,42.0
Hyundai Sonata Hybrid Sedan 2012,0.6857142857142857,0.7272727272727273,0.7058823529411765,33.0
Hyundai Elantra Sedan 2007,0.8387096774193549,0.6190476190476191,0.7123287671232876,42.0
Hyundai Accent Sedan 2012,0.4166666666666667,0.625,0.5,24.0
Hyundai Genesis Sedan 2012,0.625,0.813953488372093,0.7070707070707071,43.0
Hyundai Sonata Sedan 2012,0.6571428571428571,0.5897435897435898,0.6216216216216216,39.0
Hyundai Elantra Touring Hatchback 2012,0.6571428571428571,0.5476190476190477,0.5974025974025974,42.0
Hyundai Azera Sedan 2012,0.5294117647058824,0.6428571428571429,0.5806451612903226,42.0
Infiniti G Coupe IPL 2012,0.4406779661016949,0.7647058823529411,0.5591397849462365,34.0
Infiniti QX56 SUV 2011,0.7352941176470589,0.78125,0.7575757575757576,32.0
Isuzu Ascender SUV 2008,0.7804878048780488,0.8,0.7901234567901234,40.0
Jaguar XK XKR 2012,0.44776119402985076,0.6521739130434783,0.5309734513274337,46.0
Jeep Patriot SUV 2012,0.8461538461538461,0.5,0.6285714285714286,44.0
Jeep Wrangler SUV 2012,0.8333333333333334,0.9302325581395349,0.8791208791208791,43.0
Jeep Liberty SUV 2012,0.5441176470588235,0.8409090909090909,0.6607142857142857,44.0
Jeep Grand Cherokee SUV 2012,0.6829268292682927,0.6222222222222222,0.6511627906976745,45.0
Jeep Compass SUV 2012,0.7948717948717948,0.7380952380952381,0.7654320987654321,42.0
Lamborghini Reventon Coupe 2008,0.7647058823529411,0.7222222222222222,0.7428571428571429,36.0
Lamborghini Aventador Coupe 2012,0.75,0.627906976744186,0.6835443037974683,43.0
Lamborghini Gallardo LP 570-4 Superleggera 2012,0.9310344827586207,0.7714285714285715,0.84375,35.0
Lamborghini Diablo Coupe 2001,0.8888888888888888,0.7272727272727273,0.8,44.0
Land Rover Range Rover SUV 2012,0.7884615384615384,0.9761904761904762,0.8723404255319149,42.0
Land Rover LR2 SUV 2012,0.8076923076923077,0.5,0.6176470588235294,42.0
Lincoln Town Car Sedan 2011,0.8787878787878788,0.7435897435897436,0.8055555555555556,39.0
MINI Cooper Roadster Convertible 2012,0.6470588235294118,0.9166666666666666,0.7586206896551724,36.0
Maybach Landaulet Convertible 2012,0.6666666666666666,0.4827586206896552,0.56,29.0
Mazda Tribute SUV 2011,0.76,0.5277777777777778,0.6229508196721312,36.0
McLaren MP4-12C Coupe 2012,0.7346938775510204,0.8181818181818182,0.7741935483870968,44.0
Mercedes-Benz 300-Class Convertible 1993,0.9,0.5625,0.6923076923076923,48.0
Mercedes-Benz C-Class Sedan 2012,0.6842105263157895,0.5777777777777777,0.6265060240963856,45.0
Mercedes-Benz SL-Class Coupe 2009,0.5581395348837209,0.6666666666666666,0.6075949367088608,36.0
Mercedes-Benz E-Class Sedan 2012,0.3063063063063063,0.7906976744186046,0.44155844155844154,43.0
Mercedes-Benz S-Class Sedan 2012,0.7142857142857143,0.5681818181818182,0.6329113924050633,44.0
Mercedes-Benz Sprinter Van 2012,0.6875,0.8048780487804879,0.7415730337078652,41.0
Mitsubishi Lancer Sedan 2012,0.46296296296296297,0.5319148936170213,0.49504950495049505,47.0
Nissan Leaf Hatchback 2012,0.7948717948717948,0.7380952380952381,0.7654320987654321,42.0
Nissan NV Passenger Van 2012,0.75,0.7894736842105263,0.7692307692307693,38.0
Nissan Juke Hatchback 2012,0.7142857142857143,0.6818181818181818,0.6976744186046512,44.0
Nissan 240SX Coupe 1998,0.7906976744186046,0.7391304347826086,0.7640449438202247,46.0
Plymouth Neon Coupe 1999,0.75,0.8181818181818182,0.782608695652174,44.0
Porsche Panamera Sedan 2012,0.3620689655172414,0.4883720930232558,0.4158415841584158,43.0
Ram C/V Cargo Van Minivan 2012,0.9629629629629629,0.6341463414634146,0.7647058823529411,41.0
Rolls-Royce Phantom Drophead Coupe Convertible 2012,0.7333333333333333,0.7333333333333333,0.7333333333333333,30.0
Rolls-Royce Ghost Sedan 2012,0.6216216216216216,0.6052631578947368,0.6133333333333333,38.0
Rolls-Royce Phantom Sedan 2012,0.5,0.7272727272727273,0.5925925925925926,44.0
Scion xD Hatchback 2012,0.8095238095238095,0.4146341463414634,0.5483870967741935,41.0
Spyker C8 Convertible 2009,0.5161290322580645,0.7111111111111111,0.5981308411214953,45.0
Spyker C8 Coupe 2009,0.5428571428571428,0.4523809523809524,0.4935064935064935,42.0
Suzuki Aerio Sedan 2007,0.4473684210526316,0.4473684210526316,0.4473684210526316,38.0
Suzuki Kizashi Sedan 2012,0.7741935483870968,0.5217391304347826,0.6233766233766234,46.0
Suzuki SX4 Hatchback 2012,0.6785714285714286,0.4523809523809524,0.5428571428571428,42.0
Suzuki SX4 Sedan 2012,0.6666666666666666,0.4,0.5,40.0
Tesla Model S Sedan 2012,0.5384615384615384,0.5526315789473685,0.5454545454545454,38.0
Toyota Sequoia SUV 2012,0.8484848484848485,0.7368421052631579,0.7887323943661971,38.0
Toyota Camry Sedan 2012,0.8125,0.6046511627906976,0.6933333333333334,43.0
Toyota Corolla Sedan 2012,0.5294117647058824,0.4186046511627907,0.4675324675324675,43.0
Toyota 4Runner SUV 2012,0.6101694915254238,0.9,0.7272727272727273,40.0
Volkswagen Golf Hatchback 2012,0.9,0.4186046511627907,0.5714285714285714,43.0
Volkswagen Golf Hatchback 1991,0.85,0.7391304347826086,0.7906976744186046,46.0
Volkswagen Beetle Hatchback 2012,0.8333333333333334,0.7142857142857143,0.7692307692307693,42.0
Volvo C30 Hatchback 2012,0.5686274509803921,0.7073170731707317,0.6304347826086957,41.0
Volvo 240 Sedan 1993,0.7017543859649122,0.8888888888888888,0.7843137254901961,45.0
Volvo XC90 SUV 2007,0.6666666666666666,0.7441860465116279,0.7032967032967034,43.0
smart fortwo Convertible 2012,0.8529411764705882,0.725,0.7837837837837838,40.0
accuracy,0.6382290759855739,0.6382290759855739,0.6382290759855739,0.6382290759855739
macro avg,0.6685210600226716,0.6388005845964287,0.6382100407001139,8041.0
weighted avg,0.6699410295272423,0.6382290759855739,0.6385072600632979,8041.0
